,cel,cm,val_cel,val_cm,acc,val_acc,prec,val_prec,rec,val_rec,f1,val_f1
1,4336.433229645686,"[6987, 1533, 753, 24642]",87.1768804192543,"[859, 90, 1, 2818]",0.9325961963732862,0.9758492569002123,0.8200704225352112,0.9051633298208641,0.9027131782945736,0.9988372093023256,0.859409594095941,0.9496959646213379
2,87.29014581708765,"[7735, 652, 5, 25523]",82.44310861825944,"[859, 85, 1, 2823]",0.9806280406899602,0.977176220806794,0.92226064146894,0.909957627118644,0.9993540051679587,0.9988372093023256,0.9592608668692256,0.9523281596452328
3,84.9852286666187,"[7737, 452, 3, 25723]",87.12083467841148,"[859, 58, 1, 2850]",0.9865841073271414,0.9843418259023354,0.9448040053730614,0.9367502726281353,0.9996124031007751,0.9988372093023256,0.9714357461234226,0.9667979741136747
4,82.83512229350076,"[7737, 215, 3, 25960]",89.9095031619072,"[859, 128, 1, 2780]",0.9935721657083886,0.9657643312101911,0.9729627766599598,0.8703140830800405,0.9996124031007751,0.9988372093023256,0.9861075707366812,0.9301570113697888
5,84.72489026767106,"[7733, 270, 7, 25905]",80.09429144859314,"[859, 17, 1, 2891]",0.9918325224826773,0.9952229299363057,0.9662626515056854,0.980593607305936,0.9990956072351421,0.9988372093023256,0.9824048783586354,0.9896313364055298
6,82.35861052328082,"[7739, 196, 1, 25979]",80.22133046388626,"[859, 19, 1, 2889]",0.9941913607548283,0.994692144373673,0.975299306868305,0.9783599088838268,0.9998708010335917,0.9988372093023256,0.9874322169059011,0.9884925201380897
7,81.8498943670472,"[7740, 169, 0, 26006]",82.57192069292068,"[859, 16, 1, 2892]",0.9950169541500811,0.9954883227176221,0.9786319382981413,0.9817142857142858,1.0,0.9988372093023256,0.9892005878969902,0.9902017291066282
8,82.24330577565662,"[7739, 181, 1, 25994]",82.18192613124846,"[859, 21, 1, 2887]",0.9946336429308565,0.9941613588110403,0.9771464646464646,0.9761363636363637,0.9998708010335917,0.9988372093023256,0.9883780332056195,0.9873563218390805
9,82.04760332249883,"[7740, 190, 0, 25985]",82.54443728923799,"[859, 19, 1, 2889]",0.9943977591036415,0.994692144373673,0.9760403530895334,0.9783599088838268,1.0,0.9988372093023256,0.9878749202297383,0.9884925201380897
10,82.03142476437695,"[7740, 189, 0, 25986]",82.34834146499635,"[859, 19, 1, 2889]",0.9944272445820433,0.994692144373673,0.9761634506242906,0.9783599088838268,1.0,0.9988372093023256,0.9879379666858128,0.9884925201380897
11,82.0304091723997,"[7740, 189, 0, 25986]",82.27148550748825,"[859, 19, 1, 2889]",0.9944272445820433,0.994692144373673,0.9761634506242906,0.9783599088838268,1.0,0.9988372093023256,0.9879379666858128,0.9884925201380897
12,82.02247010416059,"[7740, 188, 0, 25987]",81.63902145624161,"[859, 18, 1, 2890]",0.9944567300604452,0.9949575371549894,0.9762865792129163,0.9794754846066135,1.0,0.9988372093023256,0.988001021189686,0.9890616004605641
13,81.93662819933536,"[7740, 180, 0, 25995]",81.28587687015532,"[859, 19, 1, 2889]",0.9946926138876603,0.994692144373673,0.9772727272727273,0.9783599088838268,1.0,0.9988372093023256,0.9885057471264368,0.9884925201380897
14,81.71721751654326,"[7740, 158, 0, 26017]",86.6772294342518,"[859, 14, 1, 2894]",0.9953412944125019,0.9960191082802548,0.9799949354266903,0.983963344788087,1.0,0.9988372093023256,0.9898964061900498,0.9913444893248701
15,82.19532180900005,"[7737, 156, 3, 26019]",82.71796727180481,"[859, 20, 1, 2888]",0.9953118089341,0.9944267515923567,0.9802356518434056,0.9772468714448237,0.9996124031007751,0.9988372093023256,0.9898292074457877,0.9879240943070731
16,81.91296714099485,"[7740, 173, 0, 26002]",88.1527368426323,"[859, 15, 1, 2893]",0.9948990122364736,0.9957537154989384,0.9781372425123215,0.982837528604119,1.0,0.9988372093023256,0.9889478055324857,0.9907727797001152
17,81.60868957861145,"[7740, 147, 0, 26028]",88.95083153247833,"[859, 11, 1, 2897]",0.9956656346749226,0.9968152866242038,0.9813617344998098,0.9873563218390805,1.0,0.9988372093023256,0.990593204069879,0.9930635838150289
18,90.24040469838612,"[7633, 374, 107, 25801]",96.15925692021848,"[776, 152, 84, 2756]",0.9858174848886924,0.9373673036093418,0.9532908704883227,0.8362068965517241,0.9861757105943152,0.9023255813953488,0.9694544992697022,0.8680089485458613
19,78.35708246658098,"[7585, 571, 155, 25604]",33.376265298575156,"[859, 70, 1, 2838]",0.97859354268023,0.9811571125265393,0.9299901912702305,0.9246501614639397,0.9799741602067183,0.9988372093023256,0.9543281328636135,0.9603130240357741
20,29.753990806750398,"[7736, 515, 4, 25660]",34.64598362892866,"[859, 70, 1, 2838]",0.9846970367094207,0.9811571125265393,0.9375833232335474,0.9246501614639397,0.999483204134367,0.9988372093023256,0.9675442436370458,0.9603130240357741
21,21.93841764820156,"[7740, 511, 0, 25664]",36.16055209934712,"[859, 68, 1, 2840]",0.9849329205366357,0.981687898089172,0.9380681129560053,0.9266450916936354,1.0,0.9988372093023256,0.968044525045338,0.961387800783436
22,20.83142810793065,"[7739, 510, 1, 25665]",37.714134812355034,"[859, 66, 1, 2842]",0.9849329205366357,0.9822186836518046,0.9381743241605043,0.9286486486486486,0.9998708010335917,0.9988372093023256,0.9680405278629057,0.9624649859943978
23,19.8710949670023,"[7734, 498, 6, 25677]",36.44315782934427,"[858, 65, 2, 2843]",0.9851393188854489,0.9822186836518046,0.9395043731778425,0.9295774647887324,0.9992248062015504,0.9976744186046511,0.9684447783621336,0.9624228827818284
